col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8
29,98,11,83,39,8,49,25,70
95,91,75,59,78,10,20,56,45
83,9,60,67,58,46,98,38,30
97,97,79,88,12,33,13,81,34
90,95,26,69,24,24,17,81,85
43,72,27,89,79,1,93,23,48
2,52,60,23,30,68,74,87,8
44,20,15,81,27,7,67,30,16
58,84,67,51,21,37,6,91,23
78,70,23,59,27,21,92,81,93
71,60,33,93,21,19,61,51,25
63,77,50,72,5,3,52,38,20
47,67,38,10,3,78,88,63,22
1,16,85,52,40,1,57,81,56
96,96,13,61,87,97,18,33,27
98,38,0,8,1,17,74,70,10
32,22,27,17,42,19,75,64,23
33,78,54,79,62,10,96,64,40
9,99,17,25,38,22,68,30,49
49,36,21,23,90,3,19,93,13
50,44,12,27,55,22,45,17,85
29,22,17,82,87,40,24,19,93
91,22,57,16,87,39,7,10,70
44,98,46,42,99,20,11,66,50
46,25,89,81,22,96,92,71,70
92,62,59,69,69,4,46,57,2
98,54,3,85,94,76,60,36,50
79,32,51,60,49,80,41,53,18
10,20,69,63,79,17,74,5,93
68,45,7,62,55,75,93,88,40
22,4,55,78,96,27,22,14,28
67,42,96,2,7,88,8,82,18
28,9,96,70,47,51,93,99,76
49,16,74,90,18,21,89,71,78
94,37,70,78,20,85,93,58,24
74,32,91,81,3,21,60,59,59
28,37,95,67,95,81,92,87,80
16,35,83,89,82,22,52,3,86
7,46,1,46,67,26,11,53,12
22,86,84,76,62,63,67,21,59
25,63,23,1,97,79,27,62,4
73,18,23,33,55,2,28,87,36
18,22,92,74,97,72,53,60,70
29,71,68,21,76,65,33,99,9
16,89,92,16,18,7,51,30,86
34,63,22,85,20,57,78,64,31
53,33,64,11,25,22,63,50,16
7,17,46,39,91,5,92,91,83
2,21,53,69,65,14,2,98,57
52,54,10,30,96,57,45,19,87
57,78,34,9,64,40,54,24,62
1,61,53,25,69,33,75,31,86
11,76,74,82,39,13,91,5,34
7,46,5,17,15,90,19,99,17
35,58,33,66,32,17,26,26,5
67,87,74,77,4,58,49,54,81
45,37,19,23,52,70,25,60,1
75,38,52,24,49,4,11,26,27
81,11,91,58,38,49,84,66,99
18,0,65,0,17,48,8,12,79
79,65,0,97,43,69,55,33,24
7,0,74,8,38,6,14,22,75
76,37,95,14,12,73,88,73,90
14,34,56,83,77,80,35,71,91
48,67,13,46,89,1,88,61,89
94,95,87,83,65,66,2,5,66
50,97,61,69,16,45,90,66,34
37,22,61,4,62,79,95,96,99
54,30,3,11,44,71,47,28,15
67,24,67,96,15,59,54,56,25
86,72,27,69,40,33,13,33,2
4,67,62,10,32,92,56,22,26
74,41,28,97,42,30,87,22,29
76,8,37,24,6,55,98,86,32
13,58,2,60,12,9,53,71,36
98,31,15,15,88,60,40,95,94
33,9,44,62,2,5,86,37,94
26,61,79,92,53,54,91,16,7
91,66,33,75,71,43,75,98,8
93,15,10,99,73,6,68,65,63
78,59,83,62,71,64,97,33,9
68,81,13,52,77,91,3,23,46
50,80,27,62,3,82,16,85,22
19,23,21,56,51,45,77,89,37
58,74,48,98,86,85,22,52,35
80,89,75,92,79,17,57,68,99
61,43,1,55,24,6,93,43,86
40,21,82,68,6,64,71,37,33
1,36,73,53,38,40,48,39,8
9,80,92,69,18,17,22,37,97
28,48,17,46,57,48,12,85,84
80,68,56,48,61,53,58,73,35
84,13,27,94,93,11,43,48,83
22,32,36,43,29,96,37,49,81
9,37,2,71,77,29,97,80,76
65,60,97,31,77,17,96,51,59
64,14,30,33,35,57,7,20,18
2,37,32,75,47,53,52,78,6
67,25,97,81,5,94,44,43,87
50,42,58,68,53,10,94,87,83
87,33,14,75,23,73,30,67,85
40,64,64,64,34,99,12,61,3
23,79,29,48,13,86,84,68,39
18,15,69,45,73,8,78,50,57
99,58,66,84,1,12,62,60,3
56,78,42,18,89,75,44,38,22
85,11,64,55,47,87,30,3,21
1,98,59,50,15,46,80,63,58
26,8,57,33,20,42,52,31,32
25,69,96,85,40,21,79,86,53
79,16,40,79,70,72,8,2,7
16,55,42,16,91,80,35,11,70
26,1,24,67,42,23,7,34,8
74,6,58,68,76,89,41,17,52
37,97,28,88,72,25,51,85,53
49,34,64,48,88,17,75,54,2
83,48,26,63,9,59,85,61,97
96,45,63,95,94,54,46,78,13
65,53,61,15,15,4,20,23,95
50,69,93,85,95,46,99,69,18
39,22,9,30,73,92,71,67,62
33,99,72,75,50,43,27,45,65
72,35,85,31,3,33,89,23,81
99,13,59,46,61,59,40,88,47
25,23,19,96,88,39,59,93,82
80,70,9,87,1,86,65,50,43
7,92,34,23,43,83,77,68,32
88,36,62,70,84,46,23,40,53
87,81,69,79,32,28,51,66,35
18,82,35,62,64,79,56,10,80
37,87,85,56,44,52,50,49,23
88,36,82,72,59,70,32,39,62
66,67,92,29,11,27,6,95,49
58,78,32,55,92,86,88,59,87
45,38,73,10,63,62,40,92,37
60,51,41,10,60,45,10,7,7
51,57,79,83,47,41,42,56,76
6,95,70,71,17,70,37,48,85
16,54,11,46,10,67,77,35,33
23,23,75,65,87,90,95,62,88
87,94,85,50,89,93,7,13,12
57,10,60,55,49,35,30,46,85
0,58,46,95,36,53,88,89,94
45,60,48,77,44,19,21,99,6
73,12,61,81,55,87,5,43,72
95,19,59,38,41,44,52,43,27
40,80,83,94,48,45,27,68,68
23,56,51,23,60,55,79,41,45
92,68,8,8,37,69,15,48,47
12,33,11,50,70,88,14,97,78
62,62,66,3,15,92,92,67,99
82,91,45,48,74,18,64,15,52
66,64,36,58,81,18,53,80,10
96,28,52,35,13,54,62,47,35
9,5,36,42,11,72,5,4,14
44,34,12,30,84,28,73,16,21
1,51,30,97,27,82,4,18,40
25,87,42,20,18,83,63,65,10
84,17,40,32,80,36,39,0,48
64,21,10,88,86,20,47,80,35
21,48,49,51,51,84,86,95,34
80,48,61,70,21,42,87,22,94
74,94,43,13,94,68,42,64,6
98,24,34,97,88,37,81,14,19
55,80,92,1,86,38,90,21,4
61,74,28,9,13,89,59,39,74
10,37,10,13,74,11,16,92,55
49,93,91,86,8,66,9,7,54
92,35,71,12,4,92,27,42,30
1,50,16,45,36,9,80,47,65
29,82,48,78,37,99,96,6,43
28,87,42,30,31,18,82,45,69
67,4,83,13,80,31,87,63,0
0,8,78,79,6,59,48,10,58
62,23,16,66,61,76,29,64,97
4,93,54,27,39,68,11,91,66
83,96,55,86,21,63,23,2,28
6,88,45,54,8,44,92,50,59
90,91,9,8,48,36,50,90,88
42,71,87,65,22,28,1,1,71
53,57,33,90,34,24,27,51,43
60,74,76,50,53,47,52,32,40
24,43,27,73,67,49,50,56,90
38,6,5,96,27,2,53,53,88
34,81,7,5,16,78,52,40,50
70,36,18,11,28,19,13,99,35
59,56,6,71,98,70,26,26,19
39,68,69,82,82,21,12,90,40
61,21,23,28,9,15,1,96,78
95,7,75,50,18,51,16,41,74
63,86,62,86,26,35,16,55,91
33,88,96,36,75,78,86,62,81
54,39,91,92,16,76,69,91,75
56,51,98,23,30,1,68,97,80
40,9,69,33,13,22,61,6,12
85,14,76,32,93,34,67,52,91
63,90,55,30,61,22,0,56,55
77,92,72,40,88,57,93,41,64
38,46,91,37,87,69,95,56,4
75,27,45,66,86,53,65,44,42
53,32,82,8,38,87,11,93,5
54,40,80,59,71,19,70,11,84
32,64,71,67,51,58,26,22,97
28,76,95,0,1,75,8,87,55
40,0,11,83,91,82,99,54,18
2,89,78,62,94,87,7,61,79
78,57,95,29,53,8,88,18,59
49,63,42,26,74,25,13,13,62
80,60,90,95,69,78,3,31,68
58,13,11,56,12,18,26,71,18
77,18,26,24,18,3,46,35,68
45,61,19,89,43,23,50,97,88
4,91,58,77,63,86,7,62,26
54,42,25,45,92,7,58,48,63
71,54,9,71,9,46,8,61,6
65,35,41,4,74,25,15,9,10
63,80,7,25,58,53,68,16,92
73,6,67,38,46,84,47,95,49
73,11,77,14,97,34,25,54,27
77,10,99,26,67,28,48,19,81
32,12,53,92,19,38,57,46,2
69,49,70,92,47,41,97,62,49
27,56,49,73,90,71,21,84,33
39,8,1,2,69,2,39,21,66
83,61,50,75,52,99,34,18,92
67,30,10,77,45,69,77,94,75
60,68,75,58,65,75,43,67,10
77,0,35,3,31,74,92,56,59
75,67,82,36,34,94,46,56,81
81,87,87,63,4,4,98,31,32
67,37,56,22,56,93,97,74,57
53,59,18,76,70,66,95,27,10
29,4,12,10,56,45,42,66,58
88,41,20,82,92,63,66,19,73
21,71,16,83,18,47,36,71,3
97,48,73,37,89,69,28,52,21
3,3,26,53,18,2,16,35,25
33,68,28,0,82,13,76,65,48
40,6,15,67,81,3,43,87,73
26,40,45,59,21,69,77,30,14
30,86,47,90,87,13,18,8,27
13,41,92,81,97,12,3,40,45
96,5,11,6,45,96,26,15,56
63,12,12,21,64,66,46,57,68
26,6,23,61,31,83,52,6,76
91,93,34,46,1,94,99,81,71
75,35,60,33,62,13,82,68,9
94,85,70,79,9,81,72,13,37
24,83,84,96,69,55,49,26,66
71,71,66,14,92,56,52,30,23
33,33,66,13,54,62,77,59,37
45,79,32,96,74,88,69,0,24
95,17,75,91,89,87,18,22,20
57,2,57,34,58,47,33,57,91
77,88,24,55,61,64,20,64,75
44,62,19,81,37,24,16,81,37
35,68,57,0,80,22,35,95,99
47,30,76,78,58,49,87,20,3
77,21,9,31,53,16,62,34,2
1,9,86,62,54,11,77,52,39
16,92,18,43,98,30,94,9,32
83,82,96,3,50,10,19,95,28
8,10,55,82,98,48,36,78,48
72,90,10,74,38,87,79,20,82
56,93,20,3,59,21,87,48,4
27,95,59,54,33,92,8,25,55
41,14,67,83,99,10,79,97,3
63,11,70,85,89,57,73,87,69
20,94,25,83,32,8,29,37,91
10,8,24,1,87,50,15,65,89
93,66,60,69,58,43,78,27,14
46,97,69,51,45,70,97,29,86
9,93,48,57,30,54,29,23,11
73,88,94,28,33,55,50,75,95
42,36,10,90,27,55,95,13,60
21,78,21,80,50,5,43,63,84
1,1,10,62,49,17,39,29,98
80,94,95,69,29,50,48,33,67
14,23,47,67,81,63,60,1,13
48,41,21,5,1,23,63,66,61
25,19,30,88,43,99,59,65,27
58,61,52,73,46,34,25,76,20
42,48,69,59,25,92,33,95,73
71,66,99,4,89,14,15,49,82
8,90,50,20,29,4,65,52,99
45,54,0,45,17,88,19,36,75
62,85,28,96,41,97,30,38,8
50,54,62,20,96,14,33,31,94
54,65,51,87,98,58,37,25,39
96,88,86,13,66,7,43,53,42
97,93,43,10,26,80,11,75,77
85,61,36,35,54,58,71,60,43
27,79,19,32,11,7,20,64,27
29,17,0,17,62,48,88,13,94
1,63,31,36,75,2,52,38,66
80,8,21,37,50,80,99,35,66
29,14,66,84,92,15,93,94,78
67,15,65,37,79,95,0,19,13
37,45,97,83,15,7,48,4,43
36,28,60,6,61,0,71,81,22
98,91,61,39,49,89,0,91,19
69,50,25,58,36,19,64,92,89
69,81,58,29,41,71,79,51,40
99,81,29,95,72,56,92,5,59
73,10,48,42,0,54,38,72,83
36,13,96,37,71,49,58,80,16
18,42,90,48,83,47,65,65,29
9,41,84,33,93,62,85,24,6
33,31,25,24,82,2,60,8,77
75,48,1,46,30,35,99,56,2
9,79,73,68,17,73,97,45,43
32,53,46,21,4,55,4,14,13
9,88,38,16,68,5,5,13,21
0,26,21,14,59,31,87,89,21
8,49,23,99,20,93,58,54,66
87,52,19,49,65,25,90,91,76
48,16,15,21,9,43,93,62,64
78,94,36,53,58,76,65,67,18
85,26,9,72,0,1,74,44,81
63,36,75,21,22,52,73,59,13
74,30,24,77,7,12,60,24,28
33,21,93,73,34,80,33,26,81
61,74,19,53,40,95,81,51,84
89,16,8,75,72,82,62,84,64
36,97,36,68,59,73,39,21,76
16,41,53,68,46,31,92,64,71
49,2,13,25,12,61,44,14,13
93,68,11,34,27,10,26,65,0
98,55,94,40,47,83,11,95,83
15,95,15,13,40,98,93,3,92
25,7,43,50,14,73,95,85,58
83,86,86,73,85,71,28,2,22
47,67,2,65,76,48,38,33,29
64,54,35,12,66,48,37,87,83
15,36,11,27,48,83,46,57,40
23,20,73,20,24,15,58,81,98
60,30,32,37,18,0,37,52,8
82,0,94,11,71,18,15,88,58
40,76,60,58,83,90,66,15,45
9,35,61,39,80,86,34,25,18
31,51,31,69,10,17,26,70,51
82,43,76,27,12,31,87,0,57
48,12,13,59,42,63,93,55,83
25,59,30,43,57,14,79,32,40
36,77,37,76,39,8,68,93,21
62,14,30,31,20,27,94,53,81
66,9,49,44,36,57,71,54,77
86,54,94,54,77,51,3,13,11
56,26,96,65,69,27,97,45,65
18,96,77,30,80,94,80,14,1
30,3,4,42,29,78,46,61,64
25,98,86,21,15,81,62,2,28
85,78,71,97,33,69,69,91,45
4,80,11,46,52,80,47,97,9
81,17,85,47,86,64,54,30,2
61,99,83,10,84,91,55,4,81
97,58,15,3,61,35,88,61,91
15,68,61,44,25,95,95,49,46
58,12,51,77,85,41,27,17,89
68,33,88,50,54,73,40,87,40
1,15,43,80,37,45,70,39,6
97,16,53,65,10,19,73,80,90
66,20,59,48,58,10,91,55,27
46,23,75,88,93,12,88,2,61
67,30,17,72,58,13,71,81,39
70,24,62,41,74,20,20,32,90
72,61,31,34,24,79,93,65,36
69,80,51,3,63,61,26,29,36
58,89,1,70,71,37,64,49,21
97,18,72,99,93,40,7,53,59
62,89,89,88,87,49,41,94,8
22,96,87,50,3,59,26,94,34
92,41,82,22,45,92,68,51,32
86,96,4,22,5,45,2,69,19
71,88,60,47,12,61,18,71,37
29,21,12,16,23,64,94,17,9
97,40,31,30,69,73,23,64,58
64,46,68,86,47,59,57,43,7
14,9,92,98,5,11,4,65,58
75,19,25,23,41,68,56,3,1
32,2,81,9,60,43,73,59,18
13,67,62,61,67,47,55,57,12
50,53,41,83,41,67,3,22,21
75,5,52,21,17,72,81,94,93
88,32,31,94,7,23,23,64,15
70,6,5,71,3,28,50,13,4
52,30,44,94,59,39,17,20,34
55,99,20,90,85,39,95,53,66
80,92,58,7,14,46,52,64,9
79,40,91,43,44,92,7,56,85
75,98,64,49,17,86,42,26,78
30,28,89,75,17,99,12,53,27
34,30,4,27,7,77,18,95,3
70,62,61,77,81,71,22,58,78
77,80,55,84,29,0,97,27,83
53,45,21,3,38,99,77,94,9
5,60,40,69,5,70,74,7,52
61,75,65,11,19,49,42,55,6
14,21,16,90,20,94,92,69,57
39,66,21,55,38,67,27,39,3
23,29,87,28,24,81,10,55,1
16,89,86,45,94,69,25,95,12
56,24,43,52,64,57,21,45,46
51,90,6,69,45,70,81,47,37
50,64,72,26,25,50,92,22,94
99,63,50,44,11,83,55,66,81
5,11,2,89,44,61,20,15,48
83,69,68,38,16,84,80,1,64
23,99,23,25,62,53,92,8,80
40,43,60,94,4,69,64,75,45
0,61,15,63,52,84,40,9,2
66,8,89,25,29,10,64,76,49
0,64,30,54,44,55,92,91,61
40,70,80,42,53,18,90,81,89
45,71,80,17,18,92,25,4,12
54,38,2,52,32,30,91,37,73
78,73,65,93,43,8,96,51,61
95,34,75,19,84,85,86,43,60
33,79,9,35,17,17,85,61,40
14,88,55,18,69,95,97,63,95
14,60,97,33,88,69,91,69,28
46,38,63,5,96,19,74,24,90
57,1,59,38,2,56,41,57,13
23,62,76,83,53,11,97,69,73
98,93,45,92,6,11,93,19,37
77,2,43,67,46,57,19,63,34
62,15,85,18,19,47,7,15,6
53,98,19,57,28,14,4,12,59
15,73,30,93,64,27,27,91,65
16,93,86,91,91,71,37,65,11
45,46,91,6,29,9,24,63,1
56,10,64,97,91,69,63,46,49
34,43,51,7,95,0,77,87,76
7,11,69,8,41,77,3,56,30
79,28,74,63,28,0,46,94,66
87,84,52,58,79,79,50,60,39
7,31,76,38,38,40,33,11,25
94,18,76,78,79,42,77,53,46
52,68,7,93,18,69,53,73,53
79,53,27,27,83,57,66,29,67
30,10,6,86,21,14,99,27,32
36,56,89,56,16,51,47,72,73
96,17,31,76,49,31,33,55,7
89,43,19,2,14,25,82,45,58
96,65,18,2,31,24,3,8,96
7,10,17,40,36,65,38,16,12
34,31,37,26,95,70,22,69,33
41,41,8,80,35,8,1,40,31
10,28,5,26,77,33,92,72,1
49,61,79,13,26,85,51,31,61
43,53,46,84,40,34,94,62,74
74,80,74,25,75,70,5,53,56
53,7,59,49,42,96,72,54,81
83,6,13,27,49,71,64,58,11
54,47,25,68,15,44,45,84,12
79,77,35,70,40,51,51,52,71
81,31,58,81,95,42,7,60,86
24,98,73,30,33,68,45,85,63
66,26,75,79,60,1,3,82,90
41,59,86,77,77,72,85,34,73
55,16,50,36,18,95,63,58,37
24,60,47,54,81,14,94,63,86
1,50,48,90,28,87,62,98,67
82,77,63,64,75,82,38,99,57
26,99,17,90,79,7,38,78,15
85,57,12,14,45,87,16,59,46
67,22,88,31,51,32,16,43,67
4,59,71,84,30,10,34,71,20
98,65,56,75,71,3,31,95,89
75,76,6,39,22,38,94,27,23
54,51,21,48,18,1,19,37,41
62,57,18,99,91,93,29,57,95
97,36,20,2,11,49,9,39,49
82,58,5,58,89,3,7,15,56
19,44,81,64,22,27,57,79,9
6,54,11,68,66,93,91,6,47
21,1,27,46,17,12,5,46,1
27,4,42,83,66,59,36,94,36
26,37,78,96,16,96,53,77,81
57,82,24,4,14,27,69,31,78
94,59,21,51,59,3,77,22,62
17,10,75,73,18,1,16,50,2
66,81,72,33,85,64,38,54,65
60,71,83,48,45,58,3,5,22
25,14,65,51,6,38,54,81,88
64,4,24,56,4,95,5,83,64
32,76,12,80,31,75,72,2,38
65,77,78,5,92,96,27,51,83
1,56,99,1,9,64,67,84,51
57,28,3,13,0,88,79,49,56
96,24,3,36,63,35,54,8,76
22,75,43,76,72,51,27,40,15
61,84,48,84,3,68,71,77,81
66,85,79,71,50,74,60,81,91
64,73,45,20,78,44,32,81,66
77,20,53,48,61,73,43,14,33
50,49,88,98,83,59,87,21,35
36,94,56,25,98,81,48,6,67
37,65,95,21,4,18,0,86,68
87,22,12,30,2,66,98,66,68
73,12,8,25,30,46,78,97,0
6,36,57,20,26,52,68,52,75
87,81,89,89,13,1,98,85,80
5,1,91,88,65,80,69,6,37
13,79,34,56,54,80,56,84,39
68,51,2,67,28,13,68,83,69
14,95,35,9,81,44,66,43,81
23,42,22,56,40,75,54,65,1
54,23,62,99,94,29,81,97,61
20,16,83,40,70,9,14,11,20
41,39,89,25,33,33,44,45,25
36,8,75,62,24,29,19,62,52
11,8,34,43,47,8,83,18,89
74,42,58,45,56,30,65,77,71
47,51,69,97,87,63,42,91,94
3,85,17,38,11,24,68,82,96
55,89,5,50,81,97,76,19,73
64,93,24,57,2,25,84,56,60
1,48,47,73,33,44,25,67,20
76,93,29,79,82,0,30,88,40
20,63,2,66,26,48,42,86,78
26,94,70,42,46,42,90,31,46
70,50,82,38,56,99,4,68,8
78,99,2,87,70,75,87,40,5
73,88,71,63,45,3,33,68,90
86,19,41,5,53,26,94,79,11
34,86,53,68,6,81,2,99,8
73,67,44,34,73,41,52,85,31
15,91,23,81,16,57,73,43,97
96,90,47,35,68,80,19,96,89
43,96,38,94,15,29,95,81,71
14,27,3,39,44,15,26,64,47
86,30,83,93,72,95,65,27,83
41,59,80,66,71,43,13,15,70
83,30,99,73,16,92,46,11,75
88,1,44,24,66,4,39,27,53
41,36,98,88,69,35,69,29,27
1,46,46,18,18,55,50,20,36
79,82,65,44,78,3,31,86,42
89,97,88,56,60,91,33,2,29
55,76,81,53,6,55,71,60,26
89,73,84,1,9,37,6,74,7
91,31,25,10,40,6,46,61,16
36,21,60,63,74,19,47,53,87
61,74,0,53,54,91,9,80,64
51,35,79,56,75,54,16,1,94
1,18,94,92,12,36,13,65,51
59,75,25,70,33,56,50,73,37
18,47,31,73,64,54,80,24,13
13,36,46,79,23,35,56,39,14
15,62,9,46,95,33,24,59,3
51,42,76,3,22,44,31,74,48
97,24,52,29,42,49,77,71,23
64,51,68,10,91,53,68,31,19
26,25,12,6,87,83,75,77,87
62,28,61,84,59,34,33,98,49
43,90,70,82,85,98,49,46,19
37,23,61,31,91,44,87,48,64
66,21,88,7,73,5,57,51,10
87,1,6,46,15,42,78,23,7
20,31,63,38,16,31,46,84,65
46,92,72,18,75,54,8,98,26
35,62,16,35,60,77,31,4,41
13,58,39,28,90,67,15,46,68
91,85,34,38,19,82,81,12,68
19,27,57,31,90,33,39,18,62
63,6,99,67,88,98,88,7,26
25,87,61,75,97,57,98,8,26
85,49,93,95,71,58,4,34,57
24,87,75,27,26,79,71,36,21
23,41,54,30,59,58,30,68,75
63,60,2,97,50,14,91,51,58
43,33,4,68,64,42,74,53,17
3,34,12,77,43,75,72,87,40
89,97,19,31,82,90,41,21,75
58,30,98,72,32,75,75,50,91
32,56,71,49,41,79,59,91,89
97,53,81,88,40,28,4,14,51
75,4,78,82,16,7,10,90,22
21,96,67,18,59,11,22,93,56
21,25,36,66,33,1,38,20,14
90,25,69,37,0,88,70,88,9
39,99,78,60,8,91,9,81,17
4,80,15,17,9,92,10,47,16
0,98,82,90,3,6,5,78,51
79,50,27,54,99,20,96,99,35
1,63,52,35,5,29,37,34,97
75,72,4,54,89,3,48,94,29
10,65,62,79,98,9,84,42,16
64,29,31,54,69,62,38,5,79
27,25,89,44,98,23,26,1,92
43,21,80,20,93,5,82,4,16
86,17,52,31,78,64,34,60,52
28,99,87,28,94,92,98,22,4
56,54,15,12,28,45,44,45,45
92,97,80,18,28,98,71,94,82
95,91,5,62,41,63,98,42,34
22,16,33,81,3,20,11,35,75
90,8,93,40,94,6,85,91,54
98,84,4,43,90,7,87,19,82
2,85,84,10,2,14,80,25,63
22,90,52,52,88,46,99,57,93
99,99,31,83,37,33,63,88,35
61,84,5,34,67,23,59,17,90
2,0,80,53,11,65,71,94,4
92,7,26,14,82,53,54,14,82
54,2,41,32,45,89,16,54,99
37,95,48,65,72,39,83,34,23
76,80,99,50,51,20,28,38,75
23,77,84,74,36,49,13,27,24
5,18,89,47,83,7,19,21,58
14,77,28,15,96,14,15,81,82
64,56,92,73,67,84,27,3,8
0,79,85,84,69,50,48,8,67
10,84,46,16,57,2,78,41,70
86,99,37,3,61,1,45,5,28
98,74,8,76,20,75,44,0,28
5,63,44,9,18,11,99,88,1
32,60,97,90,13,60,31,23,45
56,38,59,57,92,62,92,96,28
42,70,89,47,4,95,28,39,59
97,56,32,59,82,48,61,77,74
56,76,30,17,99,18,4,60,30
14,6,99,27,30,50,55,28,61
23,21,5,62,66,89,62,46,87
49,14,87,77,54,0,51,68,84
51,5,56,21,38,50,47,38,86
12,0,22,76,26,73,74,18,60
94,89,96,57,40,77,53,11,49
95,2,19,34,52,61,3,83,92
50,8,97,5,61,72,37,13,25
75,10,85,5,90,46,77,73,47
20,9,54,57,50,61,6,58,9
57,69,71,49,11,1,76,54,41
51,5,20,8,98,84,46,93,18
37,76,73,74,11,54,55,71,16
0,54,39,46,6,91,64,21,79
49,39,76,97,68,77,98,76,82
11,76,67,15,55,65,2,88,11
29,84,24,47,50,60,65,22,99
82,76,15,83,75,79,45,42,50
53,15,44,78,55,92,2,42,24
69,21,52,29,40,85,37,42,42
3,49,98,96,69,98,56,73,68
43,78,51,2,2,3,93,83,1
69,2,38,95,24,68,75,57,71
73,60,14,92,32,39,16,87,48
88,93,75,83,20,85,45,42,69
3,62,57,88,0,93,19,16,60
67,84,82,23,83,88,51,74,44
55,37,6,74,77,52,8,6,41
52,84,51,32,20,61,46,24,79
30,92,35,7,97,73,33,49,22
72,92,88,18,37,65,63,96,23
92,95,82,76,42,15,53,42,22
77,92,34,12,41,75,64,19,68
75,83,8,82,54,39,53,32,91
84,65,29,63,78,36,11,3,3
69,11,26,26,50,64,39,67,22
9,82,0,14,96,76,72,2,19
93,73,47,14,12,54,86,88,57
1,77,27,44,74,11,48,0,58
63,87,28,17,83,51,92,90,74
63,39,41,57,85,11,94,51,52
71,5,26,10,13,98,11,11,92
88,73,28,59,36,44,87,35,49
75,27,75,86,86,79,72,71,68
52,21,73,11,75,80,23,61,27
76,65,78,89,19,99,26,3,26
85,15,40,57,25,96,16,54,58
85,72,72,86,7,89,75,7,84
44,63,54,0,57,46,87,9,7
70,25,55,60,96,37,90,81,43
81,80,55,61,89,45,17,43,82
77,35,16,80,43,1,99,24,73
14,3,20,0,20,26,15,48,4
30,86,24,46,40,56,53,41,6
97,38,80,7,92,58,56,90,12
9,36,32,89,22,68,32,25,23
72,36,15,21,41,66,94,67,56
98,6,17,72,85,29,27,62,90
0,57,37,68,6,20,64,34,34
48,69,90,50,72,39,75,28,2
52,39,12,36,31,3,61,82,1
24,67,7,9,15,52,36,10,66
88,93,53,0,9,37,31,83,13
16,43,76,84,15,85,52,62,99
44,83,19,11,75,12,40,65,53
11,56,2,57,35,23,8,56,73
87,11,61,37,54,15,85,71,52
97,93,44,19,12,84,29,79,71
76,66,30,57,77,86,65,95,17
30,92,5,97,29,94,3,19,64
46,65,83,42,79,76,5,78,75
55,3,24,31,11,72,68,87,73
3,62,4,8,3,71,13,1,74
64,27,66,19,84,16,44,29,61
23,18,70,20,23,75,24,81,35
71,43,59,18,99,32,10,91,64
39,81,61,98,58,16,74,61,50
53,95,62,75,71,46,62,24,47
34,39,91,35,4,95,19,76,97
49,96,95,31,0,21,73,3,70
4,23,0,40,10,74,29,39,87
90,78,40,24,38,93,10,81,81
8,75,89,18,3,55,21,33,54
14,50,14,89,69,55,85,66,62
8,65,15,73,35,68,44,10,8
38,94,83,95,98,15,67,8,28
53,20,53,83,81,64,5,55,68
92,66,93,0,78,48,43,93,64
62,10,96,3,38,54,75,56,78
88,69,87,5,5,77,5,52,52
1,88,72,91,6,44,2,94,63
42,56,45,42,57,76,91,96,75
69,4,89,18,22,55,96,90,77
23,14,7,33,86,81,52,54,83
20,80,6,95,64,21,85,88,87
9,46,84,65,92,10,81,79,91
40,45,49,43,9,82,59,50,92
10,5,16,73,19,98,60,70,8
36,34,80,58,81,79,84,10,99
78,35,2,43,44,62,5,22,71
47,42,77,59,33,86,61,57,14
76,23,86,8,75,38,55,44,2
2,8,76,55,96,64,94,30,21
89,15,91,95,48,65,10,0,4
88,12,18,56,19,8,67,45,71
74,3,30,79,72,0,11,31,85
14,3,44,38,90,70,42,35,9
31,84,41,6,5,33,74,53,70
71,73,90,12,22,63,43,14,78
69,13,34,49,58,91,5,44,74
95,58,85,82,0,91,98,39,33
38,25,29,88,19,4,64,4,47
38,71,9,60,28,35,25,26,31
97,99,96,19,30,90,12,0,67
42,65,47,7,56,66,41,27,31
91,49,16,49,64,45,69,64,37
49,98,11,9,92,16,3,59,45
57,25,97,1,5,40,36,56,44
70,41,36,69,93,66,50,53,83
44,10,87,26,4,59,79,46,59
87,29,5,14,13,2,87,50,5
7,3,28,61,2,56,1,2,41
74,32,24,11,49,74,99,57,39
95,31,6,63,81,69,41,39,2
24,45,12,48,86,90,20,47,88
22,6,31,26,33,91,82,30,21
71,60,99,68,86,1,32,84,52
35,8,29,75,71,28,99,20,91
16,32,34,87,95,99,0,2,33
65,47,80,74,24,12,0,96,80
42,16,59,74,1,19,17,30,52
77,47,58,42,62,20,77,21,63
63,55,85,36,60,55,27,12,62
96,53,83,90,53,91,63,27,15
36,98,8,38,31,32,65,50,37
37,80,7,59,28,86,47,76,1
53,31,61,20,3,91,28,97,9
52,76,58,55,71,58,93,23,37
52,0,19,60,31,96,51,24,22
60,66,67,79,19,68,99,32,3
41,28,85,1,26,73,59,32,84
62,39,16,61,89,1,31,42,46
86,77,90,17,25,73,15,78,0
61,56,83,66,26,96,47,56,94
77,96,6,94,91,50,88,21,36
18,17,62,56,38,9,32,64,24
38,68,27,31,74,16,47,92,84
63,98,0,8,61,35,58,41,37
22,85,88,63,36,0,55,74,71
58,2,91,92,31,52,95,83,24
93,99,27,42,81,51,26,11,34
75,48,97,89,34,21,77,64,61
